Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
9.36622496708982,103.9575065282089,,Medium,Yes,9.639322299866166,84.63024995779556,Low,Yes,0.9318312244039574,Medium,Medium,Private,Positive,3.484920732657155,No,Postgraduate,Far,,68.69202758589628
16.971522409227735,68.77849786206451,Medium,Medium,Yes,8.445605892664638,,Medium,Yes,1.7973306255776413,Medium,Medium,Public,Positive,2.6600645390390323,No,,Moderate,Male,63.51680129834002
15.9334942628088,83.65378751593121,Medium,Medium,Yes,5.809521937864535,89.31813845926064,Medium,Yes,1.3509049352177063,Medium,High,Private,Positive,2.3782900628801413,No,College,Near,Female,68.60242361047607
25.771900345530643,59.26039308368542,Medium,Low,Yes,5.779051225715744,67.04204173992653,Medium,Yes,2.9607886929151235,Low,Medium,Public,,2.9652759861827396,No,High School,Moderate,Female,64.47182995914578
19.995916743020764,152.221634578918,Low,Medium,Yes,6.981331718518473,73.49941982935809,Low,,2.5167788316164024,Low,High,,Positive??,1.9288036387744247,No??,High School,Moderate,Male,68.62964025411888
8.359882052250722,74.66378090961787,Medium,Medium,No,16.15085720064219,56.569579472556285,Medium,Yes,2.3161884868663707,Medium,High,Public,Neutral,2.808653819779162,No,High School,Near,Male,62.115597462264994
22.495943154005523,75.23101718897753,Low,Medium,Yes,6.909188363144215,67.12941156167098,Low,Yes,,Medium,Low,Public,Positive,3.7517691253962995,No,College,Moderate,Male,62.97859479782318
17.967284149516672,72.0648228164902,High,Medium,No,6.9815295644766895,69.998202567402,Medium,,-0.014840607822037768,Medium,,Public,Neutral,3.143680536684246,No,,Near,Male,62.467978670263456
18.232474497161817,152.221634578918,,Medium,Yes,7.532329678605482,67.24479377709544,Medium,Yes,1.6993044209423274,Medium,Medium,Public,Positive,3.490752802033654,,High School??,Near,Male,67.15296959209944
22.958853042417054,79.12861937411577,High,Low,No,7.5189774391692445,96.21806924924782,,Yes,-0.7235089675461988,Medium,Medium,Public,nan??,3.1435665517764946,No,High School,Near,Female,66.47567287834687
28.881952606717626,65.09466961430061,Medium,High,Yes,6.539447396694182,50.1746599253137,Low,Yes,2.1645504577217096,High??,,Private,Neutral,3.9401349310628886,Yes,Postgraduate,Far,Female,66.21418960350869
25.384328809607446,91.75030516526878,Medium,High,Yes,5.0923185047579915,82.28601444776059,Medium,,9.21024547533185,Low,High,Private,Positive,3.6191499912760654,No,College,Moderate,Male,72.28751452599792
17.94461837123343,81.30703672451509,Medium,High,No,5.4736841266690925,95.960584472275,Low,No,1.0363469031679624,Medium,High,Public,Neutral??,1.776664669636434,Yes,High School,Near,Female,65.44170711924438
18.599320258059365,97.19296894543568,Medium,Medium,Yes,6.961328196761754,87.07501256194593,High,Yes,1.269034101813864,Medium,Medium,Public,Positive,3.6185074623371247,No,High School,Near,Male,
,67.71354856941277,High,Low,No,8.703978559231658,81.19599636794202,Medium,Yes,2.180294311766134,Medium,High,,Positive,1.2377805588987525,No,,Near??,Female,65.69315362552358
26.286520881824202,92.60360897022922,Medium,Low,Yes,,72.77965013112278,,Yes,-0.0057610660410693125,Low,Medium,,Neutral,2.8709000140497754,No,,Moderate,nan??,67.46777383276948
14.177922200134326,79.43724150072907,Medium,Medium,No,7.5286369779532345,93.99125222575636,Medium,,,High,Medium,Public,Negative,4.575586617683515,,Postgraduate??,Near,,70.42298378081063
18.57123854299501,67.6647222300526,Medium,Medium,Yes,10.06701672160157,61.246678994034305,Low,Yes,0.0347365236870851,Low,Medium,Public,Positive,3.187724424785359,No,High School,Moderate,Male,61.81487370670839
12.987457378427123,92.17709564803485,Low,High,Yes,9.251229373090698,85.117837732026,High,Yes,2.02647945272699,Low,High,Private,Negative,4.15126372796736,No,Postgraduate,Far,Male,66.62320263881645
15.9421135632162,78.81045795183412,Medium,High,Yes,9.709615137506317,101.55492933326659,High,Yes??,2.485239856836528,Low,Medium,Public,Neutral,2.8104230601955824,No,College,Moderate,Male,69.47588415793972
21.822701443860414,101.17018861021154,Low,High,Yes,8.56598982083112,53.84676536315381,Medium,No,,nan??,High,Private??,Neutral,3.2103806560686814,No,Postgraduate,Near,Male,70.97501496268754
26.36895673681273,65.8048966241269,Medium,High,Yes,7.73326394274671,98.05834610676595,Medium,Yes,-0.5791353592943337,Medium,Medium,Public,Neutral,1.935754614600601,No,High School,Near,Male,66.54675426597011
20.395893032589168,83.28453542863694,Medium,Medium,Yes,7.867150058575465,81.81233601235395,Medium,Yes,,Low,Medium,Public,Negative,3.2508882528248875,No??,Postgraduate,Near,Male,
26.567079652664077,74.66202643792823,Low,High,Yes,3.9631252675358475,76.191465104455,High,Yes,3.328501303021186,Medium,High,Private,Positive,1.558010913387057,No,High School,Moderate,Male,68.54183951798774
24.256719129772183,103.38746866462435,Medium,High,No,5.0780403431025345,73.57755536270528,Low,No,0.9607139785059693,Low,High,Public,Negative,4.233420804357013,No,High School,Moderate,Female,67.73734977303798
12.45501337736911,74.34026064648859,Medium,Medium,No,7.185902710050915,96.90729895686684,,Yes,1.4406028067868784,Low,Medium,Public,Negative,4.184588613029313,No,College,Near??,Male,66.0708226148889
20.711988299718072,95.50061522845142,Medium,,Yes,7.67053099220634,52.59827830219822,Medium,No,2.8109030038055756,Medium,Medium,Public,Positive,3.553181343782491,No,College,,Female??,71.32276788644563
30.52177361873758,99.1375414708441,Medium,Low??,Yes,,66.39806167752425,Medium,Yes,1.0004630607292502,Low,Medium,Public,Positive,2.94723788595837,No,High School,Moderate,Male,70.86214533563881
,73.74964324217491,Medium,Medium,Yes,16.15085720064219,88.75214696005052,Medium,Yes,1.476731147409847,Low,Low,Public,Neutral,3.9476370718213887,No,College,Near,Female,65.59437137871447
30.279289615042128,96.51772688555438,Low,Medium,No,,91.49090797410575,Medium,Yes,1.8839730772684424,Medium,Medium,Public,Negative,1.0269578137330162,No,Postgraduate??,Near,Female,72.54386626306419
3.7643025677560553,96.19454558155746,High,High,Yes,7.755679927124476,60.14065018255723,High,Yes,-0.14947398329368947,Medium,High,Private,Positive,4.108465617932498,No,College,Moderate,Male,
26.871820767755352,67.60814798435929,Medium,Medium,No,7.676354241276224,48.64153500303644,Medium,Yes,1.0362943168125183,Medium,Medium,Public,Positive,2.992988351252242,No,Postgraduate,Near,Female,67.67118966569561
19.805817552432764,82.01341640867703,Low,Medium,Yes,6.507958896283017,93.13638043465328,Medium,Yes,4.313482748123761,Medium,Medium,Private,,3.1878882301096656,No,Postgraduate,Moderate,Male,66.57251511783765
17.547904436556333,80.17908420605015,High,Low,Yes,7.080129570293197,67.61270976489604,Medium,Yes,-0.43846563389668136,Medium,Medium,Public,Neutral,2.834844722069191,No,High School,Moderate,Female,65.5305598344374
20.901966130524336,,Medium,Medium??,Yes,4.623950662016168,,Medium,,1.4083405263918523,High,Medium,Public,Neutral,5.1734075514119136,Yes,College,Moderate,Male,64.74564729067514
6.691918109324277,55.6243616223304,,Medium,Yes,6.085149762135506,45.12960578704997,Medium,Yes,1.3938242757197408,High,Medium,Public,Positive,3.259982163915072,No,College,Near,Male,59.15628754733723
19.20896766030925,72.01317916112701,Medium,High,Yes,7.148912347756143,81.75267376504395,High,Yes,1.500761171426827,Low,Medium,Public,Negative,2.306189318866233,No,High School,Near,Male,66.39532896892067
21.21258252648586,69.2822793595213,High,Medium,No,5.442482990417958,73.95788930597946,High,Yes,0.3698447779148385,Low,Low??,Public,Positive,3.0836959325305213,No,High School,Near,Male,64.8196489087602
29.569753221581323,75.71628936158771,High,High,,4.91897511602229,93.78240524767173,Low,Yes,5.424821431645258,Medium,High,Public,Neutral,3.1102535520282117,No,College,,Male,74.20040934607006
17.478353548424995,72.71378815763062,Medium,Medium,Yes,5.094647307215552,52.18286885594805,High,Yes,2.048121081111502,Medium,Medium,Private,Negative,2.9328529019213794,No,High School,Far,Female,61.81148299880769
13.657679612410394,95.80662602919043,Medium,Medium,No,6.8635594209346795,93.00522156596548,Medium,Yes??,1.8988758937966845,Low,Medium,Public,Positive,3.937144424515787,No,College,Moderate,Male,91.2150170175645
17.992219376885952,91.69015431994386,Medium,High,Yes,6.467153674452576,88.93515860671928,Low,Yes,-0.12076164641277716,Medium,Medium,Public,Neutral,3.4012177245405857,No,High School,Near,Male,70.05387435819496
25.439302689247643,63.75008753962705,Medium,High,Yes,7.084603918915901,65.63924079205142,Medium,Yes,,Medium,High,Private,Negative,3.7196925221504387,No,College,Far,Male,67.22626000594187
20.936300470974277,84.6122271297242,Low,Low,No,6.779077255054189,53.713968371854435,Medium,Yes,2.2026871020205934,Medium,Medium,Public,Neutral,-0.30309039029132523,No,High School,Moderate,Male,65.0920478488969
18.58050022362283,80.33372894385003,Medium,High,No,4.161123624075198,89.54600545341468,High,,3.0519415760779354,High,Medium,Public,Neutral,3.1299878497788884,No,College,Near,Male,69.1683779894883
23.205945877104458,96.38319329586628,Medium,Low,Yes,7.355472030983857,165.16375788904224,Low,Yes,0.035503089784522594,Medium,Medium??,Public,Negative,2.511749065153343,No,College,Near,Female,67.62746783389822
22.93665536953499,58.754514835352296,High,Medium,No,6.629640261902889,81.21699652955915,Medium,Yes,-0.868376704052467,Medium,High,Public,Neutral,4.0787782017780545,Yes,College,Near,Male??,63.556935682004095
28.5604825194118,66.00952110951945,Medium,Low,Yes,8.50340100817335,78.63980397883789,Medium,Yes,0.7781152459229875,Medium,Low,Private,Neutral,3.8813432564542127,Yes,High School,Far,,63.459771855855465
14.02345651903031,99.53505119708261,Medium,Medium,,5.65883908206942,96.1452812722211,Low,Yes,0.07382169363145652,High,Medium,Private,Positive??,3.784068524980311,No??,College,Near,Male,91.2150170175645
21.04252991250673,94.40038635547063,High,Medium,Yes,4.670703383622152,76.4217725668041,Low,Yes,-0.8741329152960571,Low,Medium,Public,Positive,3.4202777904012245,No,High School,Moderate,Male,67.23151543121509
18.995878664344488,89.39612079342659,High,Medium,Yes,4.26176962884207,72.65712993169102,Medium,Yes,3.2802414177235835,High,Medium,Private,Positive,2.018279719248684,No,College,Near,Female,99.60795976407647
11.560082911254723,89.24362976351367,Medium,Medium,,5.551232685120942,93.52383040608728,Medium,Yes,2.8744101311803365,Medium,,Public,Neutral,2.3964753109482424,No,College,Moderate,Male,68.93276985657002
20.762012262409367,60.961667340105066,Low,Medium,No,6.583797411578074,103.51706597504302,Low,No,0.836141687937383,Medium,,Public,Negative,2.5899342694981264,No,High School,Near,Male,62.4748502180615
22.61287923544783,75.95319314250106,Medium,Medium,Yes,,74.58936171739143,Low,Yes,1.9933653338998207,Medium,Medium,Public,Positive,,No,Postgraduate,Far,Female,68.96955765262904
,66.84373440229506,High,High,Yes,5.535781474672629,72.38902847795312,Medium,,1.5674809341189853,Low,Medium,Private,Positive,2.906912641004691,No,High School,Far,Male,64.22598950720443
17.009830866298735,66.19649261282461,Low,Medium,No,4.292818863342019,,High,Yes,-0.4490269520436349,Medium,Medium,Public,Positive,3.574208676568238,No,College,Near,Male,63.04046075126583
,92.4090224201744,Medium,Medium,No,4.542313120004674,89.32078101209633,High,Yes,2.2694348738940104,Medium,High,Public,Neutral,2.681583275039725,Yes,,Moderate,Male,
16.749238383816238,63.46873502947944,Medium,High,Yes,7.146499200490139,64.05994138467071,Medium,Yes,1.2421047114452588,High,High,Public,Neutral,4.3281116900400525,Yes,Postgraduate,Moderate??,Female,64.25397897945373
20.451809721106684,79.18067315179248,Medium,Medium,,7.712152976416631,78.2348423481016,Medium,Yes,-0.20254227642352515,Low,High,Private,Neutral,3.31300889586987,No,College,Far,Male,66.71696143827639
15.469683770264542,98.84812018673863,High,Medium,No,5.812914800681277,,High,Yes,0.3013536849619806,Low,High,Public,Positive,2.514937777851532,No,College,Near,Male,68.29198561078378
20.069967648641363,69.64804319043996,Medium,Medium,No,5.200723303621095,82.43028714725912,High,Yes,1.3649213719387239,Low,Low??,Private,Negative,2.820184849811287,No,High School,Near,Male,61.8352376173334
21.581218747584575,102.9780612245854,Medium,Low,Yes,7.0160934898869485,93.26308356496607,Low,Yes,2.2664614540221484,Medium,Medium,Public,Negative,4.406315666514849,No,Postgraduate,Moderate,Male,71.3671232141011
31.020592980894463,103.63886842091517,Medium,Medium,No,7.30095977402066,59.6325054970974,Medium,Yes,2.294347859847488,High,High,Public??,Positive,5.402905721618847,No,Postgraduate,Moderate,Male,74.69309142020316
17.764431148372758,78.5633436617566,Medium,High,Yes,6.714912022183074,72.47724793214853,High,Yes,2.984892451405992,Low,Medium,Public,Positive,2.9667245919448164,Yes,College,Near,Female,67.0896070872717
23.90072582611071,67.32701731211698,Medium,Medium,Yes,7.785675404359928,71.77636319997924,High,Yes,3.381314327310034,Low,High,Public,Positive,1.989432459982492,No,Postgraduate,Moderate,Female,67.18654135531602
20.92091316534498,78.30107373317927,High,Medium,Yes,8.187340605087854,92.25486113105593,Medium,Yes,2.3707020849258202,Medium,High,Public,Positive,2.648411459070182,No,College,Near,Male,69.68061665715017
9.412737747817706,75.29003469173257,High,Medium,Yes,,89.93392069679848,Medium,Yes,0.02795035454108406,Low,,Public,Neutral,,,High School,Moderate,Male,62.56997908386989
20.621381210036795,76.59099862818327,Medium,Medium,No??,9.5668620080759,60.98184127896323,Medium,Yes,3.146278420140077,Low,High,Private,Positive??,3.190440429718946,No,,Near,Male,68.1563216920819
19.172519109459927,72.12002295420854,Low,High,Yes,6.793649620051049,61.040262414953986,High,Yes,2.2206473568459724,Medium,Medium??,Public,Negative,4.554461799881198,No,College,Near,Male,64.37778561927453
35.92552615743547,94.01941134537827,High,High,Yes,6.540661291178356,86.59816401599194,Low,Yes,2.4648169085111293,Medium,High,Private??,Neutral,1.983849236826557,No,Postgraduate,Near,,78.01983656710574
18.463404561995596,72.82348531158782,Medium,Medium,No,16.15085720064219,75.94210179505119,Medium,Yes,,High,Medium,Public,Neutral,3.320006283957047,No,High School,Near,Female,63.42665830829813
21.85270845855152,91.8831870821742,High,High,Yes,5.9564974048640655,78.10076398848871,Medium,Yes,0.838658627424341,High,High,Public,Positive,2.953914479206789,No,High School,Near,Female,74.23957011596215
22.04664519337639,61.39995527387172,Low,High,No,6.12208506380782,83.0952453637325,High,Yes,1.8328525164146479,Low,High,Public,Positive,,Yes,High School,Near,Male,62.80279023995744
14.820307956309396,85.35436303115203,Medium,Medium,No,4.156131787693307,72.16178722387164,Medium,,0.8254540652604381,Low,High,Public,Positive,1.8814211224514734,No,High School,Near,Male,66.31656664561605
26.13814281489827,98.01597448945567,Low,High,Yes,7.714845038372112,,Medium,Yes,-0.012962028360278563,High,Medium,Public,Positive,5.013942534956336,No,High School,Near,Female,72.01124731712792
25.680268815015165,70.2639269619304,High,High,Yes,7.803105863948049,96.10829780472102,Low,Yes,3.0391695416288265,Low,Medium,Private,Positive,4.134994905380085,No,College,Moderate,Female,67.60272130939504
26.94385666153455,69.48028561690319,High,Medium,No,9.140549200283218,92.9404961752682,High,Yes,2.164603116860728,Low,High,Public,Positive,,Yes,High School,Near,Female,66.89828255754487
12.341948095035868,84.74384493947383,Medium,Medium,Yes,6.855658019774935,58.150333575926524,Medium,Yes,1.8443270640163352,Medium,Medium,Public,Negative,2.9273207478567516,No,College,Near,Male,65.42803062612937
28.207102231279567,85.25770219036067,Low,High,Yes,8.696526432007401,75.99673046567088,High??,Yes,0.4373232457742906,Low,Medium,Private,Positive,0.8568475449288244,No,College,Moderate,Female,70.25211372747091
12.209545335509143,85.3247623813118,Low,Medium??,No,6.55331978403245,77.67691508391458,Low,Yes,1.8524795302586197,Medium,Medium,,,2.227259514476133,No,College,Far,Male,63.423609388866716
20.957058727572242,67.09864842174551,Medium,High,,8.156152316902242,71.55235566230974,Medium,Yes,4.098925383736444,High,Medium,Private,Neutral,3.4996069744317335,Yes,College,Moderate,Male,66.58557763046252
31.266554111496074,69.16802430935802,Medium,Medium,Yes,6.818242785072641,75.21103267406887,Low,Yes,1.0097848780524203,Low,High,Public,Neutral,4.166168429711825,No,College,Near,Male,68.68781311504439
11.789918427705835,94.24576672601603,Medium??,Medium,No,6.992039832816953,78.80944151916952,Medium??,,0.010967927752065305,Medium,High,Private,Positive,3.485162054678752,No,College,Moderate,Female,71.65768427688573
16.76745030308504,94.85081419341253,,Medium,No,7.275781450594883,92.18876394662135,Medium,Yes,1.142240026722655,Low,,Public,Neutral,9.428522623403456,No,High School,Far,Male,67.0118829897633
,72.95574741828025,Medium,Medium,Yes,9.69330584878659,57.02557490844996,Medium,Yes,2.3320642478585683,High,Low,Private,Positive,1.7822545533010046,No,College,Near,Male,66.641040639383
14.441477864857132,88.55660355191988,Low,Medium,Yes,7.475045390147617,61.03425334799033,Low,Yes,4.314003887730412,Medium,Medium,Public,Neutral,5.268638096288089,No,High School,Far,Female,67.92802614130693
9.70769794052134,,Medium,High??,,8.058451299183222,48.59991934782087,Medium,Yes,1.898929851871744,Low,Medium,Public,Neutral,3.389495465796019,No,Postgraduate,Near,Male,63.16287530130236
19.654509360084525,77.32816055305099,Medium,Medium,No,6.0705687127514825,77.36642911210505,Low,,-0.08648621738092775,Low,High,Public??,Positive,3.6445278377530403,No,High School,Near,Female,63.711876630961754
17.317557383785477,64.891446437492,High,Low,No,6.458480812871715,91.17804002989915,Medium,Yes,2.99777154290488,Low,,Public,Negative,3.0924003809180776,No,High School,Near,Male,63.8687431540904
21.98155566617575,74.83254686513598,Medium,Medium,Yes,6.898913428869602,87.07382672485707,Medium,Yes,,Low,High,Public,Neutral,1.9216148234084498,No,High School,,Male,65.26987787135556
13.896819900276517,82.19595500265007,Medium,Medium,No,,74.8554140148553,Medium,Yes,0.8455109618096533,Low,High,Private,Negative,2.993146610530787,No,Postgraduate,Near,Female,
29.571774205292083,61.11420692895028,Medium,High,Yes,6.562955515135072,57.38671772289604,Low,Yes,3.393382846578842,Low,Medium,Private,Positive,2.8774968330592046,No,College,,Female,67.68975863822106
18.134826348746678,76.97215286133671,High,High,No,10.421619051628927,76.87258614187857,Low,,0.8415940010246377,Low,Medium,Public,Negative,0.6021193891602286,No,High School,Near,Male,64.10606885210673
18.277871448719594,92.34928134535761,Low,Medium,Yes,4.778685953022915,74.55582997221734,Medium,Yes,0.309272061558276,Medium,Medium,Public,Neutral,3.547749597442908,No,High School,Near,Female,67.78506683148653
28.214343812766604,88.9907990354173,Medium,Low,No,,51.575868446640335,High,Yes,0.7716698955048885,Low,High,Private,Positive,1.6326443583942543,No,High School,Near,Male,68.3352656818392
10.272260843918126,77.40078528937815,High,Medium,No,5.700094176952433,93.88547523670343,Medium,Yes,0.3078950472258915,High,Medium,Private,Neutral,0.7796017715811215,,High School,Near,Male,66.60588086411155
22.304831347614,96.09565340736157,,Medium,No,7.386918921392191,58.841679877778944,High,Yes,1.8736999046990117,Medium,High,Public,Neutral,0.42735063362942544,No,College,Near,Male,71.03458625714235
